Entry	Entry name	Protein names	Gene names
P29590	PML_HUMAN	Protein PML (Promyelocytic leukemia protein) (RING finger protein 71) (Tripartite motif-containing protein 19)	PML MYL PP8675 RNF71 TRIM19
Q9NVW2	RNF12_HUMAN	E3 ubiquitin-protein ligase RLIM (EC 2.3.2.27) (LIM domain-interacting RING finger protein) (RING finger LIM domain-binding protein) (R-LIM) (RING finger protein 12) (RING-type E3 ubiquitin transferase RLIM) (Renal carcinoma antigen NY-REN-43)	RLIM RNF12
Q5TA31	RN187_HUMAN	E3 ubiquitin-protein ligase RNF187 (EC 2.3.2.27) (RING domain AP1 coactivator 1) (RACO-1) (RING finger protein 187) (RING-type E3 ubiquitin transferase RNF187)	RNF187
Q86U42	PABP2_HUMAN	Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2) (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein II) (PABII) (Polyadenylate-binding nuclear protein 1)	PABPN1 PAB2 PABP2
Q13177	PAK2_HUMAN	Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2) (PAK-2) (p58) [Cleaved into: PAK-2p27 (p27); PAK-2p34 (p34) (C-t-PAK2)]	PAK2
P25787	PSA2_HUMAN	Proteasome subunit alpha type-2 (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3)	PSMA2 HC3 PSC3
Q9BQE4	SELS_HUMAN	Selenoprotein S (SelS) (VCP-interacting membrane protein)	SELENOS SELS VIMP AD-015 SBBI8
Q9Y4L5	RN115_HUMAN	E3 ubiquitin-protein ligase RNF115 (EC 2.3.2.27) (RING finger protein 115) (RING-type E3 ubiquitin transferase RNF115) (Rabring 7) (Zinc finger protein 364)	RNF115 ZNF364
P63208	SKP1_HUMAN	S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1)	SKP1 EMC19 OCP2 SKP1A TCEB1L
Q13309	SKP2_HUMAN	S-phase kinase-associated protein 2 (Cyclin-A/CDK2-associated protein p45) (F-box protein Skp2) (F-box/LRR-repeat protein 1) (p45skp2)	SKP2 FBXL1
Q969G3	SMCE1_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (BRG1-associated factor 57) (BAF57)	SMARCE1 BAF57
Q9UNZ2	NSF1C_HUMAN	NSFL1 cofactor p47 (UBX domain-containing protein 2C) (p97 cofactor p47)	NSFL1C UBXN2C
O43765	SGTA_HUMAN	Small glutamine-rich tetratricopeptide repeat-containing protein alpha (Alpha-SGT) (Vpu-binding protein) (UBP)	SGTA SGT SGT1
Q7Z6J0	SH3R1_HUMAN	E3 ubiquitin-protein ligase SH3RF1 (EC 2.3.2.27) (Plenty of SH3s) (Protein POSH) (RING finger protein 142) (RING-type E3 ubiquitin transferase SH3RF1) (SH3 domain-containing RING finger protein 1) (SH3 multiple domains protein 2)	SH3RF1 KIAA1494 POSH POSH1 RNF142 SH3MD2
O60341	KDM1A_HUMAN	Lysine-specific histone demethylase 1A (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2) ([histone H3]-dimethyl-L-lysine(4) FAD-dependent demethylase 1A)	KDM1A AOF2 KDM1 KIAA0601 LSD1
Q969U7	PSMG2_HUMAN	Proteasome assembly chaperone 2 (PAC-2) (Hepatocellular carcinoma-susceptibility protein 3) (Tumor necrosis factor superfamily member 5-induced protein 1)	PSMG2 HCCA3 PAC2 TNFSF5IP1
Q8WW12	PCNP_HUMAN	PEST proteolytic signal-containing nuclear protein (PCNP) (PEST-containing nuclear protein)	PCNP
O76064	RNF8_HUMAN	E3 ubiquitin-protein ligase RNF8 (hRNF8) (EC 2.3.2.27) (RING finger protein 8) (RING-type E3 ubiquitin transferase RNF8)	RNF8 KIAA0646
P60896	SEM1_HUMAN	26S proteasome complex subunit SEM1 (26S proteasome complex subunit DSS1) (Deleted in split hand/split foot protein 1) (Split hand/foot deleted protein 1) (Split hand/foot malformation type 1 protein)	SEM1 C7orf76 DSS1 SHFDG1 SHFM1
P40305	IFI27_HUMAN	Interferon alpha-inducible protein 27, mitochondrial (p27) (Interferon alpha-induced 11.5 kDa protein) (Interferon-stimulated gene 12a protein) (ISG12(a)) (ISG12A)	IFI27
Q96TA1	NIBA2_HUMAN	Protein Niban 2 (Meg-3) (Melanoma invasion by ERK) (MINERVA) (Niban-like protein 1) (Protein FAM129B)	NIBAN2 C9orf88 FAM129B
Q14934	NFAC4_HUMAN	Nuclear factor of activated T-cells, cytoplasmic 4 (NF-ATc4) (NFATc4) (T-cell transcription factor NFAT3) (NF-AT3)	NFATC4 NFAT3
Q96MP8	KCTD7_HUMAN	BTB/POZ domain-containing protein KCTD7	KCTD7
Q9UM47	NOTC3_HUMAN	Neurogenic locus notch homolog protein 3 (Notch 3) [Cleaved into: Notch 3 extracellular truncation; Notch 3 intracellular domain]	NOTCH3
Q9HC29	NOD2_HUMAN	Nucleotide-binding oligomerization domain-containing protein 2 (Caspase recruitment domain-containing protein 15) (Inflammatory bowel disease protein 1)	NOD2 CARD15 IBD1
Q16236	NF2L2_HUMAN	Nuclear factor erythroid 2-related factor 2 (NF-E2-related factor 2) (NFE2-related factor 2) (Nrf-2) (HEBP1) (Nuclear factor, erythroid derived 2, like 2)	NFE2L2 NRF2
Q6VVB1	NHLC1_HUMAN	E3 ubiquitin-protein ligase NHLRC1 (EC 2.3.2.27) (Malin) (NHL repeat-containing protein 1) (RING-type E3 ubiquitin transferase NHLRC1)	NHLRC1 EPM2B
O14896	IRF6_HUMAN	Interferon regulatory factor 6 (IRF-6)	IRF6
P04070	PROC_HUMAN	Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV) [Cleaved into: Vitamin K-dependent protein C light chain; Vitamin K-dependent protein C heavy chain; Activation peptide]	PROC
Q5JS54	PSMG4_HUMAN	Proteasome assembly chaperone 4 (PAC-4) (hPAC4)	PSMG4 C6orf86 PAC4
P33176	KINH_HUMAN	Kinesin-1 heavy chain (Conventional kinesin heavy chain) (Ubiquitous kinesin heavy chain) (UKHC)	KIF5B KNS KNS1
Q14807	KIF22_HUMAN	Kinesin-like protein KIF22 (Kinesin-like DNA-binding protein) (Kinesin-like protein 4)	KIF22 KID KNSL4
Q17RB8	LONF1_HUMAN	LON peptidase N-terminal domain and RING finger protein 1 (RING finger protein 191)	LONRF1 RNF191
Q15345	LRC41_HUMAN	Leucine-rich repeat-containing protein 41 (Protein Muf1)	LRRC41 MUF1 PP7759
Q05195	MAD1_HUMAN	Max dimerization protein 1 (Max dimerizer 1) (Protein MAD)	MXD1 MAD
Q9Y6K9	NEMO_HUMAN	NF-kappa-B essential modulator (NEMO) (FIP-3) (IkB kinase-associated protein 1) (IKKAP1) (Inhibitor of nuclear factor kappa-B kinase subunit gamma) (I-kappa-B kinase subunit gamma) (IKK-gamma) (IKKG) (IkB kinase subunit gamma) (NF-kappa-B essential modifier)	IKBKG FIP3 NEMO
Q92985	IRF7_HUMAN	Interferon regulatory factor 7 (IRF-7)	IRF7
Q6UWE0	LRSM1_HUMAN	E3 ubiquitin-protein ligase LRSAM1 (EC 2.3.2.27) (Leucine-rich repeat and sterile alpha motif-containing protein 1) (RING-type E3 ubiquitin transferase LRSAM1) (Tsg101-associated ligase) (hTAL)	LRSAM1 TAL UNQ6496/PRO21356
Q00987	MDM2_HUMAN	E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Hdm2) (Oncoprotein Mdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2)	MDM2
Q6P0Q8	MAST2_HUMAN	Microtubule-associated serine/threonine-protein kinase 2 (EC 2.7.11.1)	MAST2 KIAA0807 MAST205
Q969W9	PMEPA_HUMAN	Protein TMEPAI (Prostate transmembrane protein androgen induced 1) (Solid tumor-associated 1 protein) (Transmembrane prostate androgen-induced protein)	PMEPA1 STAG1 TMEPAI
P61289	PSME3_HUMAN	Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma)	PSME3
Q9UH77	KLHL3_HUMAN	Kelch-like protein 3	KLHL3 KIAA1129
P22612	KAPCG_HUMAN	cAMP-dependent protein kinase catalytic subunit gamma (PKA C-gamma) (EC 2.7.11.11)	PRKACG
P30304	MPIP1_HUMAN	M-phase inducer phosphatase 1 (EC 3.1.3.48) (Dual specificity phosphatase Cdc25A)	CDC25A
Q9HD67	MYO10_HUMAN	Unconventional myosin-X (Unconventional myosin-10)	MYO10 KIAA0799
P04792	HSPB1_HUMAN	Heat shock protein beta-1 (HspB1) (28 kDa heat shock protein) (Estrogen-regulated 24 kDa protein) (Heat shock 27 kDa protein) (HSP 27) (Stress-responsive protein 27) (SRP27)	HSPB1 HSP27 HSP28
Q14145	KEAP1_HUMAN	Kelch-like ECH-associated protein 1 (Cytosolic inhibitor of Nrf2) (INrf2) (Kelch-like protein 19)	KEAP1 INRF2 KIAA0132 KLHL19
Q8TBB1	LNX1_HUMAN	E3 ubiquitin-protein ligase LNX (EC 2.3.2.27) (Ligand of Numb-protein X 1) (Numb-binding protein 1) (PDZ domain-containing RING finger protein 2) (RING-type E3 ubiquitin transferase LNX)	LNX1 LNX PDZRN2 UNQ574/PRO1136
Q8NC69	KCTD6_HUMAN	BTB/POZ domain-containing protein KCTD6 (KCASH3 protein) (Potassium channel tetramerization domain-containing protein 6)	KCTD6
Q86V97	KBTB6_HUMAN	Kelch repeat and BTB domain-containing protein 6	KBTBD6
Q9UHC7	MKRN1_HUMAN	E3 ubiquitin-protein ligase makorin-1 (EC 2.3.2.27) (RING finger protein 61) (RING-type E3 ubiquitin transferase makorin-1)	MKRN1 RNF61
Q15759	MK11_HUMAN	Mitogen-activated protein kinase 11 (MAP kinase 11) (MAPK 11) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 beta) (MAP kinase p38 beta) (p38b) (Stress-activated protein kinase 2b) (SAPK2b) (p38-2)	MAPK11 PRKM11 SAPK2 SAPK2B
Q04721	NOTC2_HUMAN	Neurogenic locus notch homolog protein 2 (Notch 2) (hN2) [Cleaved into: Notch 2 extracellular truncation (N2ECD); Notch 2 intracellular domain (N2ICD)]	NOTCH2
Q13469	NFAC2_HUMAN	Nuclear factor of activated T-cells, cytoplasmic 2 (NF-ATc2) (NFATc2) (NFAT pre-existing subunit) (NF-ATp) (T-cell transcription factor NFAT1)	NFATC2 NFAT1 NFATP
Q2Q1W2	LIN41_HUMAN	E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)	TRIM71 LIN41
Q8N653	LZTR1_HUMAN	Leucine-zipper-like transcriptional regulator 1 (LZTR-1)	LZTR1 TCFL2
Q14896	MYPC3_HUMAN	Myosin-binding protein C, cardiac-type (Cardiac MyBP-C) (C-protein, cardiac muscle isoform)	MYBPC3
Q00653	NFKB2_HUMAN	Nuclear factor NF-kappa-B p100 subunit (DNA-binding factor KBF2) (H2TF1) (Lymphocyte translocation chromosome 10 protein) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2) (Oncogene Lyt-10) (Lyt10) [Cleaved into: Nuclear factor NF-kappa-B p52 subunit]	NFKB2 LYT10
P19838	NFKB1_HUMAN	Nuclear factor NF-kappa-B p105 subunit (DNA-binding factor KBF1) (EBP-1) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit]	NFKB1
Q8TAT6	NPL4_HUMAN	Nuclear protein localization protein 4 homolog (Protein NPL4)	NPLOC4 KIAA1499 NPL4
P50479	PDLI4_HUMAN	PDZ and LIM domain protein 4 (LIM protein RIL) (Reversion-induced LIM protein)	PDLIM4 RIL
Q9NPJ1	MKKS_HUMAN	McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin (Bardet-Biedl syndrome 6 protein)	MKKS BBS6
Q9Y5A7	NUB1_HUMAN	NEDD8 ultimate buster 1 (Negative regulator of ubiquitin-like proteins 1) (Renal carcinoma antigen NY-REN-18)	NUB1 NYREN18
P49757	NUMB_HUMAN	Protein numb homolog (h-Numb) (Protein S171)	NUMB C14orf41
P54368	OAZ1_HUMAN	Ornithine decarboxylase antizyme 1 (AZ1) (ODC-Az)	OAZ1 OAZ
Q9BRP4	PAAF1_HUMAN	Proteasomal ATPase-associated factor 1 (Protein G-16) (WD repeat-containing protein 71)	PAAF1 WDR71
P35240	MERL_HUMAN	Merlin (Moesin-ezrin-radixin-like protein) (Neurofibromin-2) (Schwannomerlin) (Schwannomin)	NF2 SCH
Q8N4Q1	MIA40_HUMAN	Mitochondrial intermembrane space import and assembly protein 40 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 4)	CHCHD4 MIA40
P52701	MSH6_HUMAN	DNA mismatch repair protein Msh6 (hMSH6) (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160)	MSH6 GTBP
P01889	HLAB_HUMAN	HLA class I histocompatibility antigen, B alpha chain (Human leukocyte antigen B) (HLA-B)	HLA-B HLAB
Q15116	PDCD1_HUMAN	Programmed cell death protein 1 (Protein PD-1) (hPD-1) (CD antigen CD279)	PDCD1 PD1
O94822	LTN1_HUMAN	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING finger protein 160) (RING-type E3 ubiquitin transferase listerin) (Zinc finger protein 294)	LTN1 C21orf10 C21orf98 KIAA0714 RNF160 ZNF294 HSPC087
Q96EZ8	MCRS1_HUMAN	Microspherule protein 1 (58 kDa microspherule protein) (Cell cycle-regulated factor p78) (INO80 complex subunit J) (MCRS2)	MCRS1 INO80Q MSP58
O60337	MARH6_HUMAN	E3 ubiquitin-protein ligase MARCHF6 (EC 2.3.2.27) (Doa10 homolog) (Membrane-associated RING finger protein 6) (Membrane-associated RING-CH protein VI) (MARCH-VI) (Protein TEB-4) (RING finger protein 176) (RING-type E3 ubiquitin transferase MARCHF6)	MARCHF6 KIAA0597 MARCH6 RNF176 TEB4
P01106	MYC_HUMAN	Myc proto-oncogene protein (Class E basic helix-loop-helix protein 39) (bHLHe39) (Proto-oncogene c-Myc) (Transcription factor p64)	MYC BHLHE39
P62979	RS27A_HUMAN	Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a (Small ribosomal subunit protein eS31)]	RPS27A UBA80 UBCEP1
O43670	ZN207_HUMAN	BUB3-interacting and GLEBS motif-containing protein ZNF207 (BuGZ) (hBuGZ) (Zinc finger protein 207)	ZNF207 BUGZ
Q9UPQ4	TRI35_HUMAN	E3 ubiquitin-protein ligase TRIM35 (EC 2.3.2.27) (Hemopoietic lineage switch protein 5)	TRIM35 HLS5 KIAA1098
Q92995	UBP13_HUMAN	Ubiquitin carboxyl-terminal hydrolase 13 (EC 3.4.19.12) (Deubiquitinating enzyme 13) (Isopeptidase T-3) (ISOT-3) (Ubiquitin thioesterase 13) (Ubiquitin-specific-processing protease 13)	USP13 ISOT3
Q13404	UB2V1_HUMAN	Ubiquitin-conjugating enzyme E2 variant 1 (UEV-1) (CROC-1) (TRAF6-regulated IKK activator 1 beta Uev1A)	UBE2V1 CROC1 UBE2V UEV1 P/OKcl.19
Q9Y385	UB2J1_HUMAN	Ubiquitin-conjugating enzyme E2 J1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J1) (Non-canonical ubiquitin-conjugating enzyme 1) (NCUBE-1) (Yeast ubiquitin-conjugating enzyme UBC6 homolog E) (HsUBC6e)	UBE2J1 NCUBE1 CGI-76 HSPC153 HSPC205
Q53FA7	QORX_HUMAN	Quinone oxidoreductase PIG3 (EC 1.-.-.-) (Tumor protein p53-inducible protein 3) (p53-induced gene 3 protein)	TP53I3 PIG3
Q16763	UBE2S_HUMAN	Ubiquitin-conjugating enzyme E2 S (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme S) (E2-EPF) (Ubiquitin carrier protein S) (Ubiquitin-conjugating enzyme E2-24 kDa) (Ubiquitin-conjugating enzyme E2-EPF5) (Ubiquitin-protein ligase S)	UBE2S E2EPF OK/SW-cl.73
Q13564	ULA1_HUMAN	NEDD8-activating enzyme E1 regulatory subunit (Amyloid beta precursor protein-binding protein 1, 59 kDa) (APP-BP1) (Amyloid protein-binding protein 1) (Proto-oncogene protein 1)	NAE1 APPBP1 HPP1
Q15386	UBE3C_HUMAN	Ubiquitin-protein ligase E3C (EC 2.3.2.26) (HECT-type ubiquitin transferase E3C) (HectH2)	UBE3C KIAA0010 KIAA10
O00635	TRI38_HUMAN	E3 ubiquitin-protein ligase TRIM38 (EC 2.3.2.27) (RING finger protein 15) (RING-type E3 ubiquitin transferase TRIM38) (Tripartite motif-containing protein 38) (Zinc finger protein RoRet)	TRIM38 RNF15 RORET
Q8WV44	TRI41_HUMAN	E3 ubiquitin-protein ligase TRIM41 (EC 2.3.2.27) (RING finger-interacting protein with C kinase) (RINCK) (RING-type E3 ubiquitin transferase TRIM41) (Tripartite motif-containing protein 41)	TRIM41 RINCK
Q9H0M0	WWP1_HUMAN	NEDD4-like E3 ubiquitin-protein ligase WWP1 (EC 2.3.2.26) (Atrophin-1-interacting protein 5) (AIP5) (HECT-type E3 ubiquitin transferase WWP1) (TGIF-interacting ubiquitin ligase 1) (Tiul1) (WW domain-containing protein 1)	WWP1
Q8NAP3	ZBT38_HUMAN	Zinc finger and BTB domain-containing protein 38	ZBTB38
Q5D1E8	ZC12A_HUMAN	Endoribonuclease ZC3H12A (EC 3.1.-.-) (Monocyte chemotactic protein-induced protein 1) (MCP-induced protein 1) (MCPIP-1) (Regnase-1) (Reg1) (Zinc finger CCCH domain-containing protein 12A)	ZC3H12A MCPIP MCPIP1
Q9NZH5	PTTG2_HUMAN	Securin-2 (Pituitary tumor-transforming gene 2 protein)	PTTG2
Q14CS0	UBX2B_HUMAN	UBX domain-containing protein 2B (NSFL1 cofactor p37) (p97 cofactor p37)	UBXN2B
Q9NRR5	UBQL4_HUMAN	Ubiquilin-4 (Ataxin-1 interacting ubiquitin-like protein) (A1Up) (Ataxin-1 ubiquitin-like-interacting protein A1U) (Connexin43-interacting protein of 75 kDa) (CIP75)	UBQLN4 C1orf6 CIP75 UBIN
O60907	TBL1X_HUMAN	F-box-like/WD repeat-containing protein TBL1X (SMAP55) (Transducin beta-like protein 1X) (Transducin-beta-like protein 1, X-linked)	TBL1X TBL1
Q14669	TRIPC_HUMAN	E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (E3 ubiquitin-protein ligase for Arf) (ULF) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12)	TRIP12 KIAA0045 ULF
O95155	UBE4B_HUMAN	Ubiquitin conjugation factor E4 B (EC 2.3.2.27) (Homozygously deleted in neuroblastoma 1) (RING-type E3 ubiquitin transferase E4 B) (Ubiquitin fusion degradation protein 2)	UBE4B HDNB1 KIAA0684 UFD2
Q9P275	UBP36_HUMAN	Ubiquitin carboxyl-terminal hydrolase 36 (EC 3.4.19.12) (Deubiquitinating enzyme 36) (Ubiquitin thioesterase 36) (Ubiquitin-specific-processing protease 36)	USP36 KIAA1453
P26651	TTP_HUMAN	mRNA decay activator protein ZFP36 (G0/G1 switch regulatory protein 24) (Growth factor-inducible nuclear protein NUP475) (Tristetraprolin) (Zinc finger protein 36) (Zfp-36)	ZFP36 G0S24 NUP475 RNF162A TIS11A TTP
P08670	VIME_HUMAN	Vimentin	VIM
Q9BTA9	WAC_HUMAN	WW domain-containing adapter protein with coiled-coil	WAC KIAA1844
O76080	ZFAN5_HUMAN	AN1-type zinc finger protein 5 (Zinc finger A20 domain-containing protein 2) (Zinc finger protein 216)	ZFAND5 ZA20D2 ZNF216
P52888	THOP1_HUMAN	Thimet oligopeptidase (EC 3.4.24.15) (Endopeptidase 24.15) (MP78)	THOP1
Q9UMX0	UBQL1_HUMAN	Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1) (hPLIC-1)	UBQLN1 DA41 PLIC1
P40337	VHL_HUMAN	von Hippel-Lindau disease tumor suppressor (Protein G7) (pVHL)	VHL
Q8NEG5	ZSWM2_HUMAN	E3 ubiquitin-protein ligase ZSWIM2 (EC 2.3.2.27) (MEKK1-related protein X) (MEX) (RING-type E3 ubiquitin transferase ZSWIM2) (ZZ-type zinc finger-containing protein 2) (Zinc finger SWIM domain-containing protein 2)	ZSWIM2 ZZZ2
O94811	TPPP_HUMAN	Tubulin polymerization-promoting protein (TPPP) (EC 3.6.5.-) (25 kDa brain-specific protein) (TPPP/p25) (p24) (p25-alpha)	TPPP TPPP1
Q96B02	UBE2W_HUMAN	Ubiquitin-conjugating enzyme E2 W (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme W) (N-terminal E2 ubiquitin-conjugating enzyme) (EC 2.3.2.25) (N-terminus-conjugating E2) (Ubiquitin carrier protein W) (Ubiquitin-conjugating enzyme 16) (UBC-16) (Ubiquitin-protein ligase W)	UBE2W UBC16
P53350	PLK1_HUMAN	Serine/threonine-protein kinase PLK1 (EC 2.7.11.21) (Polo-like kinase 1) (PLK-1) (Serine/threonine-protein kinase 13) (STPK13)	PLK1 PLK
P54727	RD23B_HUMAN	UV excision repair protein RAD23 homolog B (HR23B) (hHR23B) (XP-C repair-complementing complex 58 kDa protein) (p58)	RAD23B
P63000	RAC1_HUMAN	Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1)	RAC1 TC25 MIG5
Q5XUX1	FBXW9_HUMAN	F-box/WD repeat-containing protein 9 (F-box and WD-40 domain-containing protein 9)	FBXW9 FBW9
Q9Y297	FBW1A_HUMAN	F-box/WD repeat-containing protein 1A (E3RSIkappaB) (Epididymis tissue protein Li 2a) (F-box and WD repeats protein beta-TrCP) (pIkappaBalpha-E3 receptor subunit)	BTRC BTRCP FBW1A FBXW1A
Q9UH90	FBX40_HUMAN	F-box only protein 40 (Muscle disease-related protein)	FBXO40 FBX40 KIAA1195
Q9Y3I1	FBX7_HUMAN	F-box only protein 7	FBXO7 FBX7
Q9P2P5	HECW2_HUMAN	E3 ubiquitin-protein ligase HECW2 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECW2) (NEDD4-like E3 ubiquitin-protein ligase 2)	HECW2 KIAA1301 NEDL2
Q7Z6Z7	HUWE1_HUMAN	E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)	HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272
O14777	NDC80_HUMAN	Kinetochore protein NDC80 homolog (Highly expressed in cancer protein) (Kinetochore protein Hec1) (HsHec1) (Kinetochore-associated protein 2) (Retinoblastoma-associated protein HEC)	NDC80 HEC HEC1 KNTC2
O75113	N4BP1_HUMAN	NEDD4-binding protein 1 (N4BP1) (EC 3.1.-.-)	N4BP1 KIAA0615
P15559	NQO1_HUMAN	NAD(P)H dehydrogenase [quinone] 1 (EC 1.6.5.2) (Azoreductase) (DT-diaphorase) (DTD) (Menadione reductase) (NAD(P)H:quinone oxidoreductase 1) (Phylloquinone reductase) (Quinone reductase 1) (QR1)	NQO1 DIA4 NMOR1
Q6P4R8	NFRKB_HUMAN	Nuclear factor related to kappa-B-binding protein (DNA-binding protein R kappa-B) (INO80 complex subunit G)	NFRKB INO80G
P06748	NPM_HUMAN	Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin)	NPM1 NPM
Q15276	RABE1_HUMAN	Rab GTPase-binding effector protein 1 (Rabaptin-4) (Rabaptin-5) (Rabaptin-5alpha) (Renal carcinoma antigen NY-REN-17)	RABEP1 RAB5EP RABPT5 RABPT5A
O75444	MAF_HUMAN	Transcription factor Maf (Proto-oncogene c-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog)	MAF
Q9BXS6	NUSAP_HUMAN	Nucleolar and spindle-associated protein 1 (NuSAP)	NUSAP1 ANKT BM-037 PRO0310
Q9UL46	PSME2_HUMAN	Proteasome activator complex subunit 2 (11S regulator complex subunit beta) (REG-beta) (Activator of multicatalytic protease subunit 2) (Proteasome activator 28 subunit beta) (PA28b) (PA28beta)	PSME2
Q8TEB9	RHBL4_HUMAN	Rhomboid-related protein 4 (RRP4) (EC 3.4.21.105) (Rhomboid domain-containing protein 1) (Rhomboid-like protein 4)	RHBDD1 RHBDL4 HSD-50 HSD50
P43246	MSH2_HUMAN	DNA mismatch repair protein Msh2 (hMSH2) (MutS protein homolog 2)	MSH2
P49959	MRE11_HUMAN	Double-strand break repair protein MRE11 (EC 3.1.-.-) (Double-strand break repair protein MRE11A) (Meiotic recombination 11 homolog 1) (MRE11 homolog 1) (Meiotic recombination 11 homolog A) (MRE11 homolog A)	MRE11 HNGS1 MRE11A
Q8N6M0	OTU6B_HUMAN	Deubiquitinase OTUD6B (EC 3.4.19.12) (DUBA-5) (OTU domain-containing protein 6B)	OTUD6B DUBA5 CGI-77
Q14997	PSME4_HUMAN	Proteasome activator complex subunit 4 (Proteasome activator PA200)	PSME4 KIAA0077
Q8N5Z5	KCD17_HUMAN	BTB/POZ domain-containing protein KCTD17	KCTD17
P05120	PAI2_HUMAN	Plasminogen activator inhibitor 2 (PAI-2) (Monocyte Arg-serpin) (Placental plasminogen activator inhibitor) (Serpin B2) (Urokinase inhibitor)	SERPINB2 PAI2 PLANH2
A5LHX3	PSB11_HUMAN	Proteasome subunit beta type-11 (EC 3.4.25.1) (Proteasome subunit beta-5t)	PSMB11
P23458	JAK1_HUMAN	Tyrosine-protein kinase JAK1 (EC 2.7.10.2) (Janus kinase 1) (JAK-1)	JAK1 JAK1A JAK1B
O60291	MGRN1_HUMAN	E3 ubiquitin-protein ligase MGRN1 (EC 2.3.2.27) (Mahogunin RING finger protein 1) (RING finger protein 156) (RING-type E3 ubiquitin transferase MGRN1)	MGRN1 KIAA0544 RNF156
Q96FA3	PELI1_HUMAN	E3 ubiquitin-protein ligase pellino homolog 1 (Pellino-1) (EC 2.3.2.27) (Pellino-related intracellular-signaling molecule) (RING-type E3 ubiquitin transferase pellino homolog 1)	PELI1 PRISM
P49721	PSB2_HUMAN	Proteasome subunit beta type-2 (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)	PSMB2
P41227	NAA10_HUMAN	N-alpha-acetyltransferase 10 (EC 2.3.1.255) (N-terminal acetyltransferase complex ARD1 subunit homolog A) (hARD1) (NatA catalytic subunit Naa10)	NAA10 ARD1 ARD1A TE2
O60260	PRKN_HUMAN	E3 ubiquitin-protein ligase parkin (Parkin) (EC 2.3.2.31) (Parkin RBR E3 ubiquitin-protein ligase) (Parkinson juvenile disease protein 2) (Parkinson disease protein 2)	PRKN PARK2
