Entry	Entry name	Protein names	Gene names
Q05048	CSTF1_HUMAN	Cleavage stimulation factor subunit 1 (CF-1 50 kDa subunit) (Cleavage stimulation factor 50 kDa subunit) (CSTF 50 kDa subunit) (CstF-50)	CSTF1
Q12996	CSTF3_HUMAN	Cleavage stimulation factor subunit 3 (CF-1 77 kDa subunit) (Cleavage stimulation factor 77 kDa subunit) (CSTF 77 kDa subunit) (CstF-77)	CSTF3
Q14004	CDK13_HUMAN	Cyclin-dependent kinase 13 (EC 2.7.11.22) (EC 2.7.11.23) (CDC2-related protein kinase 5) (Cell division cycle 2-like protein kinase 5) (Cell division protein kinase 13) (hCDK13) (Cholinesterase-related cell division controller)	CDK13 CDC2L CDC2L5 CHED KIAA1791
O60231	DHX16_HUMAN	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 (EC 3.6.4.13) (ATP-dependent RNA helicase #3) (DEAH-box protein 16)	DHX16 DBP2 DDX16 KIAA0577 PRP2
Q9UKV3	ACINU_HUMAN	Apoptotic chromatin condensation inducer in the nucleus (Acinus)	ACIN1 ACINUS KIAA0670
Q69YN2	C19L1_HUMAN	CWF19-like protein 1 (C19L1)	CWF19L1
Q8IX12	CCAR1_HUMAN	Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1) (Death inducer with SAP domain)	CCAR1 CARP1 DIS
P11142	HSP7C_HUMAN	Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1)	HSPA8 HSC70 HSP73 HSPA10
P31942	HNRH3_HUMAN	Heterogeneous nuclear ribonucleoprotein H3 (hnRNP H3) (Heterogeneous nuclear ribonucleoprotein 2H9) (hnRNP 2H9)	HNRNPH3 HNRPH3
P55795	HNRH2_HUMAN	Heterogeneous nuclear ribonucleoprotein H2 (hnRNP H2) (FTP-3) (Heterogeneous nuclear ribonucleoprotein H') (hnRNP H') [Cleaved into: Heterogeneous nuclear ribonucleoprotein H2, N-terminally processed]	HNRNPH2 FTP3 HNRPH2
O43390	HNRPR_HUMAN	Heterogeneous nuclear ribonucleoprotein R (hnRNP R)	HNRNPR HNRPR
P61326	MGN_HUMAN	Protein mago nashi homolog	MAGOH MAGOHA
P35659	DEK_HUMAN	Protein DEK	DEK
P17844	DDX5_HUMAN	Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box protein 5) (RNA helicase p68)	DDX5 G17P1 HELR HLR1
Q8TEQ6	GEMI5_HUMAN	Gem-associated protein 5 (Gemin5)	GEMIN5
Q14103	HNRPD_HUMAN	Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1)	HNRNPD AUF1 HNRPD
Q5VWX1	KHDR2_HUMAN	KH domain-containing, RNA-binding, signal transduction-associated protein 2 (Sam68-like mammalian protein 1) (SLM-1) (hSLM-1)	KHDRBS2 SLM1
P52272	HNRPM_HUMAN	Heterogeneous nuclear ribonucleoprotein M (hnRNP M)	HNRNPM HNRPM NAGR1
A2RU54	HMX2_HUMAN	Homeobox protein HMX2 (Homeobox protein H6 family member 2)	HMX2
Q8WXD5	GEMI6_HUMAN	Gem-associated protein 6 (Gemin-6) (SIP2)	GEMIN6
P42285	MTREX_HUMAN	Exosome RNA helicase MTR4 (EC 3.6.4.13) (ATP-dependent RNA helicase DOB1) (ATP-dependent RNA helicase SKIV2L2) (Superkiller viralicidic activity 2-like 2) (TRAMP-like complex helicase)	MTREX DOB1 KIAA0052 MTR4 SKIV2L2
Q8N684	CPSF7_HUMAN	Cleavage and polyadenylation specificity factor subunit 7 (Cleavage and polyadenylation specificity factor 59 kDa subunit) (CPSF 59 kDa subunit) (Cleavage factor Im complex 59 kDa subunit) (CFIm59) (Pre-mRNA cleavage factor Im 59 kDa subunit)	CPSF7
Q92841	DDX17_HUMAN	Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72)	DDX17
P07910	HNRPC_HUMAN	Heterogeneous nuclear ribonucleoproteins C1/C2 (hnRNP C1/C2)	HNRNPC HNRPC
P51114	FXR1_HUMAN	Fragile X mental retardation syndrome-related protein 1 (hFXR1p)	FXR1
O43719	HTSF1_HUMAN	HIV Tat-specific factor 1 (Tat-SF1)	HTATSF1
Q9HCE5	MET14_HUMAN	N6-adenosine-methyltransferase non-catalytic subunit (Methyltransferase-like protein 14) (hMETTL14)	METTL14 KIAA1627
Q86U44	MTA70_HUMAN	N6-adenosine-methyltransferase catalytic subunit (EC 2.1.1.348) (Methyltransferase-like protein 3) (hMETTL3) (N6-adenosine-methyltransferase 70 kDa subunit) (MT-A70)	METTL3 MTA70
Q8WYA6	CTBL1_HUMAN	Beta-catenin-like protein 1 (Nuclear-associated protein) (NAP) (Testis development protein NYD-SP19)	CTNNBL1 C20orf33 PP8304
P31943	HNRH1_HUMAN	Heterogeneous nuclear ribonucleoprotein H (hnRNP H) [Cleaved into: Heterogeneous nuclear ribonucleoprotein H, N-terminally processed]	HNRNPH1 HNRPH HNRPH1
Q9Y4Z0	LSM4_HUMAN	U6 snRNA-associated Sm-like protein LSm4 (Glycine-rich protein) (GRP)	LSM4
Q86W50	MET16_HUMAN	RNA N6-adenosine-methyltransferase METTL16 (Methyltransferase 10 domain-containing protein) (Methyltransferase-like protein 16) (N6-adenosine-methyltransferase METTL16) (EC 2.1.1.348) (U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase) (EC 2.1.1.346)	METTL16 METT10D
Q9GZX7	AICDA_HUMAN	Single-stranded DNA cytosine deaminase (EC 3.5.4.38) (Activation-induced cytidine deaminase) (AID) (Cytidine aminohydrolase)	AICDA AID
O00148	DX39A_HUMAN	ATP-dependent RNA helicase DDX39A (EC 3.6.4.13) (DEAD box protein 39) (Nuclear RNA helicase URH49)	DDX39A DDX39
P41223	BUD31_HUMAN	Protein BUD31 homolog (Protein EDG-2) (Protein G10 homolog)	BUD31 EDG2
Q9UHI6	DDX20_HUMAN	Probable ATP-dependent RNA helicase DDX20 (EC 3.6.4.13) (Component of gems 3) (DEAD box protein 20) (DEAD box protein DP 103) (Gemin-3)	DDX20 DP103 GEMIN3
O15234	CASC3_HUMAN	Protein CASC3 (Cancer susceptibility candidate gene 3 protein) (Metastatic lymph node gene 51 protein) (MLN 51) (Protein barentsz) (Btz)	CASC3 MLN51
Q9UKF6	CPSF3_HUMAN	Cleavage and polyadenylation specificity factor subunit 3 (EC 3.1.27.-) (Cleavage and polyadenylation specificity factor 73 kDa subunit) (CPSF 73 kDa subunit) (mRNA 3'-end-processing endonuclease CPSF-73)	CPSF3 CPSF73
Q96T58	MINT_HUMAN	Msx2-interacting protein (SMART/HDAC1-associated repressor protein) (SPEN homolog)	SPEN KIAA0929 MINT SHARP
Q15366	PCBP2_HUMAN	Poly(rC)-binding protein 2 (Alpha-CP2) (Heterogeneous nuclear ribonucleoprotein E2) (hnRNP E2)	PCBP2
Q14680	MELK_HUMAN	Maternal embryonic leucine zipper kinase (hMELK) (EC 2.7.11.1) (Protein kinase Eg3) (pEg3 kinase) (Protein kinase PK38) (hPK38) (Tyrosine-protein kinase MELK) (EC 2.7.10.2)	MELK KIAA0175
Q9H0G5	NSRP1_HUMAN	Nuclear speckle splicing regulatory protein 1 (Coiled-coil domain-containing protein 55) (Nuclear speckle-related protein 70) (NSrp70)	NSRP1 CCDC55 NSRP70
Q9HCJ3	RAVR2_HUMAN	Ribonucleoprotein PTB-binding 2 (Protein raver-2)	RAVER2 KIAA1579
Q9H0L4	CSTFT_HUMAN	Cleavage stimulation factor subunit 2 tau variant (CF-1 64 kDa subunit tau variant) (Cleavage stimulation factor 64 kDa subunit tau variant) (CSTF 64 kDa subunit tau variant) (TauCstF-64)	CSTF2T KIAA0689
Q96C86	DCPS_HUMAN	m7GpppX diphosphatase (EC 3.6.1.59) (DCS-1) (Decapping scavenger enzyme) (Hint-related 7meGMP-directed hydrolase) (Histidine triad nucleotide-binding protein 5) (Histidine triad protein member 5) (HINT-5) (Scavenger mRNA-decapping enzyme DcpS)	DCPS DCS1 HINT5 HSPC015
P14866	HNRPL_HUMAN	Heterogeneous nuclear ribonucleoprotein L (hnRNP L)	HNRNPL HNRPL P/OKcl.14
O75525	KHDR3_HUMAN	KH domain-containing, RNA-binding, signal transduction-associated protein 3 (RNA-binding protein T-Star) (Sam68-like mammalian protein 2) (SLM-2) (Sam68-like phosphotyrosine protein)	KHDRBS3 SALP SLM2
O43172	PRP4_HUMAN	U4/U6 small nuclear ribonucleoprotein Prp4 (PRP4 homolog) (hPrp4) (U4/U6 snRNP 60 kDa protein) (WD splicing factor Prp4)	PRPF4 PRP4
Q5VTL8	PR38B_HUMAN	Pre-mRNA-splicing factor 38B (Sarcoma antigen NY-SAR-27)	PRPF38B
Q8N8D1	PDCD7_HUMAN	Programmed cell death protein 7 (ES18) (hES18)	PDCD7
P52298	NCBP2_HUMAN	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (Cell proliferation-inducing gene 55 protein) (NCBP 20 kDa subunit) (CBP20) (NCBP-interacting protein 1) (NIP1)	NCBP2 CBP20 PIG55
Q9UNP9	PPIE_HUMAN	Peptidyl-prolyl cis-trans isomerase E (PPIase E) (EC 5.2.1.8) (Cyclophilin E) (Cyclophilin-33) (Rotamase E)	PPIE CYP33
Q96A72	MGN2_HUMAN	Protein mago nashi homolog 2	MAGOHB MAGOH2
Q9H875	PKRI1_HUMAN	PRKR-interacting protein 1	PRKRIP1
Q15029	U5S1_HUMAN	116 kDa U5 small nuclear ribonucleoprotein component (Elongation factor Tu GTP-binding domain-containing protein 2) (SNU114 homolog) (hSNU114) (U5 snRNP-specific protein, 116 kDa) (U5-116 kDa)	EFTUD2 KIAA0031 SNRP116
Q8TBF4	ZCRB1_HUMAN	Zinc finger CCHC-type and RNA-binding motif-containing protein 1 (U11/U12 small nuclear ribonucleoprotein 31 kDa protein) (U11/U12 snRNP 31 kDa protein) (U11/U12-31K)	ZCRB1
Q6NZY4	ZCHC8_HUMAN	Zinc finger CCHC domain-containing protein 8 (TRAMP-like complex RNA-binding factor ZCCHC8)	ZCCHC8
Q9BRX9	WDR83_HUMAN	WD repeat domain-containing protein 83 (Mitogen-activated protein kinase organizer 1) (MAPK organizer 1)	WDR83 MORG1
Q15696	U2AFM_HUMAN	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 (CCCH type zinc finger, RNA-binding motif and serine/arginine rich protein 2) (Renal carcinoma antigen NY-REN-20) (U2(RNU2) small nuclear RNA auxiliary factor 1-like 2) (U2AF35-related protein) (URP)	ZRSR2 U2AF1-RS2 U2AF1L2 U2AF1RS2 URP
Q96NC0	ZMAT2_HUMAN	Zinc finger matrin-type protein 2	ZMAT2
Q96MU7	YTDC1_HUMAN	YTH domain-containing protein 1 (Splicing factor YT521) (YT521-B)	YTHDC1 KIAA1966 YT521
Q96NB3	ZN830_HUMAN	Zinc finger protein 830 (Coiled-coil domain-containing protein 16)	ZNF830 CCDC16
Q9BW85	YJU2_HUMAN	Splicing factor YJU2 (Coiled-coil domain-containing protein 94)	YJU2 CCDC94
Q9Y2W2	WBP11_HUMAN	WW domain-binding protein 11 (WBP-11) (Npw38-binding protein) (NpwBP) (SH3 domain-binding protein SNP70) (Splicing factor that interacts with PQBP-1 and PP1)	WBP11 NPWBP SIPP1 SNP70
Q9BZL1	UBL5_HUMAN	Ubiquitin-like protein 5	UBL5
Q8WU68	U2AF4_HUMAN	Splicing factor U2AF 26 kDa subunit (U2 auxiliary factor 26) (U2 small nuclear RNA auxiliary factor 1-like protein 4) (U2AF1-like 4) (U2(RNU2) small nuclear RNA auxiliary factor 1-like protein 3) (U2 small nuclear RNA auxiliary factor 1-like protein 3) (U2AF1-like protein 3)	U2AF1L4 U2AF1-RS3 U2AF1L3
Q9NZ63	TLS1_HUMAN	Telomere length and silencing protein 1 homolog (Hepatocellular carcinoma-associated antigen 59)	C9orf78 HCA59
Q13107	UBP4_HUMAN	Ubiquitin carboxyl-terminal hydrolase 4 (EC 3.4.19.12) (Deubiquitinating enzyme 4) (Ubiquitin thioesterase 4) (Ubiquitin-specific-processing protease 4) (Ubiquitous nuclear protein homolog)	USP4 UNP UNPH
Q01081	U2AF1_HUMAN	Splicing factor U2AF 35 kDa subunit (U2 auxiliary factor 35 kDa subunit) (U2 small nuclear RNA auxiliary factor 1) (U2 snRNP auxiliary factor small subunit)	U2AF1 U2AF35 U2AFBP FP793
P62995	TRA2B_HUMAN	Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (hTRA2-beta) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)	TRA2B SFRS10
Q13595	TRA2A_HUMAN	Transformer-2 protein homolog alpha (TRA-2 alpha) (TRA2-alpha) (Transformer-2 protein homolog A)	TRA2A
Q96E39	RMXL1_HUMAN	RNA binding motif protein, X-linked-like-1 (Heterogeneous nuclear ribonucleoprotein G-like 1)	RBMXL1
Q8WXF0	SRS12_HUMAN	Serine/arginine-rich splicing factor 12 (35 kDa SR repressor protein) (SRrp35) (Splicing factor, arginine/serine-rich 13B) (Splicing factor, arginine/serine-rich 19)	SRSF12 SFRS13B SFRS19 SRRP35
Q07955	SRSF1_HUMAN	Serine/arginine-rich splicing factor 1 (Alternative-splicing factor 1) (ASF-1) (Splicing factor, arginine/serine-rich 1) (pre-mRNA-splicing factor SF2, P33 subunit)	SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3
Q9Y2W1	TR150_HUMAN	Thyroid hormone receptor-associated protein 3 (BCLAF1 and THRAP3 family member 2) (Thyroid hormone receptor-associated protein complex 150 kDa component) (Trap150)	THRAP3 BCLAF2 TRAP150
Q96K80	ZC3HA_HUMAN	Zinc finger CCCH domain-containing protein 10	ZC3H10 ZC3HDC10
P51991	ROA3_HUMAN	Heterogeneous nuclear ribonucleoprotein A3 (hnRNP A3)	HNRNPA3 HNRPA3
